ID,Posted at,Screen name,Text
789546365600661504,2016-10-21 19:18:17 +0000,claritas4kids,#ASHG16 DL: same enhancer causing different effects by interacting with different genes
789546256678916097,2016-10-21 19:17:51 +0000,thatdnaguy,#ASHG16 GdW: One common objection is that it is unnatural. Problem is applicable to huge number of accepted medical interventions.
789546242942443520,2016-10-21 19:17:48 +0000,claritas4kids,"#ASHG16 DL: 150kb region responsible for effects, can see cluster of limb enhancers located within EphA4 TAD"
789546032182943744,2016-10-21 19:16:57 +0000,claritas4kids,#ASHG16 DL: 4C-seqin patient cells can detect effects of structural rearrangements
789545998305615872,2016-10-21 19:16:49 +0000,kwangbom,RT @dccc_phd: Something like this was bound to happen sooner or later. #ASHG16 https://t.co/ZLfxccWTSa
789545964054994944,2016-10-21 19:16:41 +0000,thatdnaguy,#ASHG16 GdW: If save and effective germline gene edtiing may have important benefits.
789545854243921920,2016-10-21 19:16:15 +0000,thatdnaguy,"#ASHG16 GdW: What about the ethics of clinical usage? Is is morally justified? Ethics not just about risk, also about balancing pros & cons"
789545694948233216,2016-10-21 19:15:37 +0000,claritas4kids,"#ASHG16 DL: make mice that can have large chromosomal rearrangements, map genes interacting with Epha4 TAD"
789545674601852928,2016-10-21 19:15:32 +0000,thatdnaguy,"#ASHG16 GdW: As a precondition of future clinical use must have preclinical trials first, which would require embryo usage."
789545620927381504,2016-10-21 19:15:19 +0000,blueyedgenes,"Move over statisticians, we've cracked the formula for sleep deprivation during #ASHG16 week https://t.co/AQgN8Wcot7"
789545561993187328,2016-10-21 19:15:05 +0000,thatdnaguy,#ASHG16 GdW: Important to have extensive preclinical studies before considering trying in the clinic
789545483723165696,2016-10-21 19:14:47 +0000,claritas4kids,#ASHG16 Dario Lupianez from Max Planck to talk about chromatin architecture and how variations result in disease
789545343453110272,2016-10-21 19:14:13 +0000,thatdnaguy,#ASHG16 GdW: Preclinical research? Broader context of responsible innovation in medically assisted reproduction technology.
789545285298946048,2016-10-21 19:13:59 +0000,10xgenomics,Got cells & at #ASHG16? Attend our Workshop & hear about the new Chromium Single Cell Controller & #SingleCell apps today @1pm Room 2/3 East
789545194056212480,2016-10-21 19:13:37 +0000,thatdnaguy,#ASHG16 GdW: Still think the principle of necessity is important i.e. if work can be done with spare embryonic cells use them.
789544950929166336,2016-10-21 19:12:39 +0000,thatdnaguy,#ASHG16 GdW: Makes the clear distinction between usage of 'extra' embryos vs. creation for research specifically
789544801540644864,2016-10-21 19:12:04 +0000,trendscancer,"#Genetic redundancy, functional compensation, and #cancer vulnerability @trendscancer #ASHG16"
789544765419290624,2016-10-21 19:11:55 +0000,CardioGC,RT @jxchong: Christoph Preuss with large Xlinked pedigrees with structural heart defects. Linkage to Xq28 #ASHG16
789544700596412416,2016-10-21 19:11:40 +0000,thatdnaguy,#ASHG16 GdW: Suggest we should rethink the Oviedo Convention. Esp categorical prohibition of making research embryos
789544514109202432,2016-10-21 19:10:55 +0000,CardioGC,RT @GeneticsIL: NSGC pres @J9_Austin takes the podium to moderate #ASHG16 Genetic/genomic counseling session. 🙌🙌🙌
789544500406386688,2016-10-21 19:10:52 +0000,dgapgenes,RT @stevemunger: It's especially satisfying to see good people doing well in science. Example: Dario Lupienez. #ASHG16
789544471658696704,2016-10-21 19:10:45 +0000,thatdnaguy,#ASHG16 GdW: Includes some basic research in human embryos as well as models and cell lines. [ highly internationally controversial ]
789544323146735617,2016-10-21 19:10:10 +0000,thatdnaguy,#ASHG16 GdW: Good reasons to allow basic research.
789544260966215680,2016-10-21 19:09:55 +0000,thatdnaguy,"#ASHG16 GdW: Nonreproductive - basic research, not editing a person or developing an edited child."
789544119005741057,2016-10-21 19:09:21 +0000,stevemunger,It's especially satisfying to see good people doing well in science. Example: Dario Lupienez. #ASHG16
789544101821702144,2016-10-21 19:09:17 +0000,thatdnaguy,#ASHG16 GdW: Discussed the ELSI issues as part of the report. And future applications.
789544041826377729,2016-10-21 19:09:03 +0000,pilarcacheiro,RT @jnovembre: #ASHG16 Paper for #GGVbrowser just published & can be found here: https://t.co/GaC6xxezk1; Stable versn of browser: https://t.co/bqgkAQ6iMg
789543964990840832,2016-10-21 19:08:44 +0000,Exploragen,Heather Zierhut: We need to define common terms to use in genetic counseling outcomes research. Absolutely! #ASHG16 #GCchat
789543951040651268,2016-10-21 19:08:41 +0000,thatdnaguy,#ASHG16 GdW: They focused on the nuclear DNA for their recommendations
789543887329169408,2016-10-21 19:08:26 +0000,thatdnaguy,#ASHG16 GdW: Need to distinguish mito vs nuclear intervetion. And reproductive vs non-reproductive.
789543871537635328,2016-10-21 19:08:22 +0000,Massgenomics,"Now: Val Sheffield on gene therapy, stem cells, and genome editing for retinal disease patients in academic setting. #ASHG16"
789543796098883584,2016-10-21 19:08:04 +0000,trendscancer,Karyotypic aberrations in #oncogenesis and #cancer #therapy @trendscancer #ASHG16
789543741476528129,2016-10-21 19:07:51 +0000,thatdnaguy,#ASHG16 GdW: Even final document is provisional. First step in an ongoing debate.
789543636379860992,2016-10-21 19:07:26 +0000,thatdnaguy,#ASHG16 GdW: Document submitted this week and can be found online. Seeking comments until Dec  15.
789543519094439936,2016-10-21 19:06:58 +0000,pilarcacheiro,RT @michaelhoffman: CB: Hypothesis: most GWAS variants function by modifying gene expression #ASHG16
789543485988868096,2016-10-21 19:06:50 +0000,blueyedgenes,"Gene editing aside, let's have some survey question editing: these questions not clear. #CRISPR session w/audience participation at #ASHG16"
789543485972045824,2016-10-21 19:06:50 +0000,blueyedgenes,"At #CRISPR implications session at #ASHG16, a transgender attendee poses the question: What's disease vs what's diversity?"
789543485917523968,2016-10-21 19:06:50 +0000,thatdnaguy,#ASHG16 GdW: Aim - contribute to societal debate by providing relavent information for lay-persons.
789543478590050304,2016-10-21 19:06:48 +0000,pilarcacheiro,"RT @michaelhoffman: CB: Regulatory elements act across large distances, making target gene identification difficult #ASHG16"
789543426572247040,2016-10-21 19:06:36 +0000,michaelhoffman,DL: 4C: all regions of genome that interact with *one* region (viewpoint). #ASHG16
789543279100592129,2016-10-21 19:06:01 +0000,thatdnaguy,#ASHG16 GdW: Presenting view of ESHG and ESHRE
789543153896419328,2016-10-21 19:05:31 +0000,jacksonlab,RT @hmdc_mgi: In case you missed them the MGI posters at #ASHG16 were: https://t.co/sLnheVmxKP
789543141510557696,2016-10-21 19:05:28 +0000,razibkhan,#ASHG16 next @asiepel on ancestral recombination graphs and selection
789543091011260417,2016-10-21 19:05:16 +0000,IndianaDiez,RT @razibkhan: #ASHG16 chris tyler-smith giving call out for collaborators.
789543056244633600,2016-10-21 19:05:08 +0000,CellPressNews,"Don't miss Cell Press Selections #CRISPR: Revolutionizing #Genome Engineering, now at Cell Press booth 1006! #ASHG16 https://t.co/h1JKFvmh04"
789543021457080320,2016-10-21 19:04:59 +0000,thatdnaguy,#ASHG16 GdW: Guido de Wert. Role of ESHG in establishing guidance.
789542825893527552,2016-10-21 19:04:13 +0000,thatdnaguy,"#ASHG16 ST: What to edit? What is a condition, disease, or problem? Intersex, deafness, klinefelter, weight, height, intelligence, etc."
789542750471544832,2016-10-21 19:03:55 +0000,nma08244,"RT @EricTopol: Crowdsourced personal genomes: update on DNA Land @dl1dl1, already w/ 32,000 people https://t.co/1CKYDhKWiK #ASHG16 https://t.co/r28n0H9zFO"
789542685661069312,2016-10-21 19:03:39 +0000,RainDanceTech,Visit Mike and Ross in booth #118 at #ASHG16! Learn about the only unified platform for #digitalpcr and… https://t.co/28k1ncszIX
789542648616980480,2016-10-21 19:03:31 +0000,thatdnaguy,#ASHG16 ST: Poll among GSA advocates. Big variety of results. Some people say yes. Some no.
789542448838115328,2016-10-21 19:02:43 +0000,scilahn,Steve Horvath shows that #epigeneticClock is more accurate than telomere length at predicting biological age #ASHG16
789542446166409216,2016-10-21 19:02:42 +0000,thatdnaguy,#ASHG16 ST: Focus panels said - Biggest argument against it - slippery slope. Needs oversight.
789542394937180161,2016-10-21 19:02:30 +0000,WileyGenetics,Membrane-Mediated Regulation of Embryonic Development #ASHG16 Visit Wiley at Booth #1003 for more.… https://t.co/xENYWHjZ0K
789542352838914048,2016-10-21 19:02:20 +0000,Affymetrix,Visit Booth 506 at #ASHG16 https://t.co/R5VSg7T5Uc
789542258672402433,2016-10-21 19:01:58 +0000,razibkhan,#ASHG16 chris tyler-smith giving call out for collaborators.
789542215144136704,2016-10-21 19:01:47 +0000,thatdnaguy,#ASHG16 ST: Line between therapy and enhancement is blurry. [ very good point ] but distinction gives us a way to think about it.
789542041973690368,2016-10-21 19:01:06 +0000,lizworthey,KB: Call from audience to do as wide a test as poss so that we can look for modifiers in the future; not just limited gene panels #ASHG16
789542002958315520,2016-10-21 19:00:57 +0000,michaelhoffman,Next: @Dariloops: Chromatin architecture: How structural variations result in disease.#ASHG16
789541965780119552,2016-10-21 19:00:48 +0000,Awesomics,Twitter trouble. Bad timing for #ASHG16 :( https://t.co/DikBmvWsBt
789541892161536000,2016-10-21 19:00:30 +0000,razibkhan,"#ASHG16 PRSS53, selected in e. asians and s. asians, associated with curly hair. in mice mutants have huge whiskers"
789541852424744960,2016-10-21 19:00:21 +0000,RonHause,Great talk by @seungsookim10 w/ @JShendure on how engineered chr transloc affect gene expr and 3D chr conform (or don't)! #ASHG16 #crispr
789541791330603009,2016-10-21 19:00:06 +0000,dnagenotek,Will you participate in a worldwide study to help researchers around the globe make advances in microbiome? Come in… https://t.co/SK20wcojI9
789541787996188672,2016-10-21 19:00:05 +0000,DesktopGenetics,Explore genomic variation with #CRISPR using our new sequence browser. Come visit us at booth #1531 for a demo!… https://t.co/gNBMYliZ2b
789541768131928068,2016-10-21 19:00:01 +0000,BaseSpace,"Analyze, store, and share genomic data with BaseSpace Sequence Hub, part of the #BaseSpaceSuite. Learn more at booth 906. #ASHG16"
789541713584857088,2016-10-21 18:59:48 +0000,lizworthey,"KB: in summary this technique can confirm diagnosis, correct diagnosis, and make patients candidates for clinical trials  #ASHG16"
789541674431152128,2016-10-21 18:59:38 +0000,thatdnaguy,"#ASHG16 ST: Adults that said acceptable. 1) humans always improve themselves 2) + eff on society, 3) similar to current enhancements"
789541577500741632,2016-10-21 18:59:15 +0000,razibkhan,"#ASHG16 now talking about selection in PRSS53 in e. asia and s. asia. two different substitutions, but close."
789541515278159872,2016-10-21 18:59:00 +0000,lizworthey,KB: CNGB3 vars detected; definitive diagnosis and the potential to enter this patient on a new clinical trial at that clinical site #ASHG16
789541357262032896,2016-10-21 18:58:23 +0000,shramdas,SH: The cerebellum in old people shows decelerated aging. #ashg16
789541331832102912,2016-10-21 18:58:17 +0000,thatdnaguy,"#ASHG16 ST: Why adults say unacceptable? 1) changing God's plan, 2) disrupting nature, 3) could be used bad motives, 4) unintend conseq"
789541226768846848,2016-10-21 18:57:52 +0000,lizworthey,KB: no other affected individuals in family #ASHG16
789541173534691328,2016-10-21 18:57:39 +0000,razibkhan,"#ASHG16 ok, wow, herc1 does a lot of things, like a lot of genes. so why selected? your guess is as good as mine."
789541146775068672,2016-10-21 18:57:33 +0000,lizworthey,KB: affected triplet case. Nystagmus noted at 2 months otherwise normal. ERG consistent with achromatopsia and not LCA #ASHG16
789541097135607808,2016-10-21 18:57:21 +0000,MedicalGenes,Kaphingst Majority @ risk of BrCa want inperson RoR from genetics professional. Driver able to ask question from knowledgable prov. #ASHG16
789541073009991680,2016-10-21 18:57:15 +0000,MeetVancouver,The kids are getting in on the photo booth fun too #ASHG16 #veryvancouver https://t.co/kfakdN4ZIF
789540931905003522,2016-10-21 18:56:41 +0000,claritas4kids,#ASHG16 ST: how do we distinguish disease from diversity? perspectives change over time
789540925336715264,2016-10-21 18:56:40 +0000,razibkhan,#ASHG16 herc1 LOF = overgrowth and intellectual disability. now shows mouse.
789540831514488832,2016-10-21 18:56:17 +0000,thatdnaguy,#ASHG16 ST: C - What is a disease and what is diversity? Where is the line for what a parent think's is a disease vs. normal variation?
789540772102049792,2016-10-21 18:56:03 +0000,lizworthey,KB: In 1 case with RP diagnosis following MDx ended up as NCL patent; much more severe diagnosis including death in teen/20s #ASHG16
789540718687588352,2016-10-21 18:55:50 +0000,razibkhan,"#ASHG16 herc1 selected in e. asia. interesting, as herc2 blue eye related in europeans"
789540658394660864,2016-10-21 18:55:36 +0000,thatdnaguy,#ASHG16 ST: C - a hard question. Any procedure on a kid has risk. Can have dangers b/c of off target. But other ped treat have risk
789540533123198976,2016-10-21 18:55:06 +0000,razibkhan,RT @shramdas: SH: Hispanics have a lower intrinsic age acceleration than Caucasians in blood and saliva https://t.co/FHQoK5b3TC #ashg16
789540508695691265,2016-10-21 18:55:00 +0000,SeqComplete,@illuminaLive: Standing room only in this great natural selection session #ASHG16 https://t.co/PxgiU9vX64
789540448910053376,2016-10-21 18:54:46 +0000,tokybo,#genomeediting would you want for your baby if reduced risk of disease? #ashg16 responds 72% #yes #innovation #precisionmedicine #RRI
789540246538952704,2016-10-21 18:53:58 +0000,shramdas,SH: Hispanics have a lower intrinsic age acceleration than Caucasians in blood and saliva https://t.co/FHQoK5b3TC #ashg16
789540132386840576,2016-10-21 18:53:31 +0000,lizworthey,KB: With genetic testing >15% of pedigrees were found to have a different inheritance pattern than expected based on prior knowledge #ASHG16
789540103836340225,2016-10-21 18:53:24 +0000,IndianaDiez,"RT @razibkhan: #ASHG16 tyler-smith: SLC45A2, MCM6, DARC, HERC2 calibrated method"
789540002795433984,2016-10-21 18:53:00 +0000,razibkhan,#ASHG16 TGM3 causes curly hair? selected in africa. tyler-smith
789539907077300224,2016-10-21 18:52:37 +0000,thatdnaguy,#ASHG16 ST: C - 8 subjects have been treated in vivo for their HIV. Hopeful to leave aud with clear sense of distinction
789539871559856128,2016-10-21 18:52:28 +0000,lizworthey,Up now K. E. Branham discussing Integrating genetic testing into the inherited retinal disease clinic. #ASHG16
789539841944027136,2016-10-21 18:52:21 +0000,Massgenomics,"KB: 30℅ of presumed-recessive cases were diagnosed with dominant, X-linked, or mitochondrial disease #ASHG16"
789539713455718401,2016-10-21 18:51:51 +0000,thatdnaguy,#ASHG16 ST: C - Surprised given we know editing can be messy.
789539673865498624,2016-10-21 18:51:41 +0000,shramdas,"SH: Epigenetic aging predictive for all-cause mortality even after correcting for chronological age, BMI, education, smoking etc #ashg16"
789539633612722176,2016-10-21 18:51:32 +0000,AritraBose90,"Chris Tyler-Smith:""you have to be lucky to test for functionality.Apply known methods to new rare populations"" #ASHG16"
789539597562839040,2016-10-21 18:51:23 +0000,thatdnaguy,#ASHG16 ST: C - Ped genetic counselor. Voted yes b/c has seen worst of the worst. Would of course say yes for their kid.
789539492679917568,2016-10-21 18:50:58 +0000,OAgenetics,ST: U.S. public are ~50:50 on whether they would want gene editing to be used to reduce their child's risk of serious disease #ASHG16
789539448312692736,2016-10-21 18:50:48 +0000,thatdnaguy,#ASHG16 ST: [ probably speaks pretty well to the hysterical-fear-hype-monster ]
789539373889052672,2016-10-21 18:50:30 +0000,KapaBiosystems,"Want to revolutionize your target enrichment tools? Roche can help. Visit us at #ASHG16, Booth 802"
789539342998011905,2016-10-21 18:50:22 +0000,thatdnaguy,#ASHG16 ST: Those familiar with gene editing are more likely to say you would use it to decrease risk of serious disease.
789539270990200832,2016-10-21 18:50:05 +0000,CellPressNews,#Chromatin structure profiling identifies crucial regulators of #tumor maintenance @trendscancer #ASHG16 https://t.co/OtN7GPvsYg
789539225251241984,2016-10-21 18:49:54 +0000,thatdnaguy,#ASHG16 ST: More interest among parents with kids younger than 18 vs those with adult children.
789539217470664704,2016-10-21 18:49:53 +0000,claritas4kids,#ASHG16 ST: 72% of audience would want for their baby to reduce risk of serious disease vs 50% of general public
789539191151468544,2016-10-21 18:49:46 +0000,wilson_md,Seungsoo - very cool HPRT mediated engineering of translocations in haploid human cells #ASHG16
789539132586491904,2016-10-21 18:49:32 +0000,thatdnaguy,#ASHG16 ST: Shows a pretty big positive skew for geneticists compared to the public.
789539072066871296,2016-10-21 18:49:18 +0000,thatdnaguy,#ASHG16 ST: 72% of audience would want it for their child if coudl reduce serious disease. Pew shows public split yes / no.
789539029444358148,2016-10-21 18:49:08 +0000,Massgenomics,"KB: In 68 families with presumed dominant inheritance, genetic Dx found 3 were recessive, and 5 were X-linked #ASHG16"
789538954655576068,2016-10-21 18:48:50 +0000,shramdas,SH: DNA methylation of age predicts all-cause mortality: https://t.co/H2LZZwLC7c #ashg16
789538886955495424,2016-10-21 18:48:34 +0000,thatdnaguy,#ASHG16 ST: S - would you want gene editing for your child to reduce risk of disease?
789538840784490500,2016-10-21 18:48:23 +0000,michaelhoffman,"Switching to @opendns servers 208.67.222.222 and 208.67.222.220 fixed my Twitter. Of course, if you can see this you don't need to. #ASHG16"
789538830105841664,2016-10-21 18:48:20 +0000,thatdnaguy,#ASHG16 ST: S - What does it mean for different nations? Less developed parts of the world?
789538755405381632,2016-10-21 18:48:02 +0000,thatdnaguy,#ASHG16 ST: P - The idea of per state control and state voting could have huge political disparity.
789538715873849344,2016-10-21 18:47:53 +0000,claritas4kids,#ASHG16 ST: audience comment - how does controversy about GMOs relate to potentially GM humans?
789538658965741568,2016-10-21 18:47:39 +0000,Phil_A_Richmond,Bing Ren delivered an amazing chromatin interaction talk. The father of current genomic architecture. #ASHG16
789538597695131648,2016-10-21 18:47:25 +0000,ksamocha,"RT @razibkhan: #ASHG16 tyler-smith: FineMAV = DAP X DAF X CADD (differentiation prevalence functionality). cont. specific adaptat. pop diff, common, func"
789538563830480896,2016-10-21 18:47:17 +0000,thatdnaguy,#ASHG16 ST: C - The uproar over genetically modified food doesn't bode well for human editing.
789538552291864576,2016-10-21 18:47:14 +0000,razibkhan,"#ASHG16 tyler-smith: SLC45A2, MCM6, DARC, HERC2 calibrated method"
789538477381652480,2016-10-21 18:46:56 +0000,thatdnaguy,#ASHG16 ST: C - Wouldn't you need IVF to do this? Woudln't that make IVF rule not exception? That would change everything.
789538334871879680,2016-10-21 18:46:22 +0000,thatdnaguy,#ASHG16 ST: C - Don't know what those babies would be at risk of. Commodifying human beings in a serious way. Prefer mystery.
789538318480384000,2016-10-21 18:46:18 +0000,shramdas,SH: Analysed blood of children who evade ageing (no age for disorder). The blood of these children DOES seem to age. #ashg16
789538303406067712,2016-10-21 18:46:15 +0000,OAgenetics,Sharon Terry leads interactive discussion on gene editing; 16% audience vote it's ok to use technology to make people FAR healthier #ASHG16
789538169960009728,2016-10-21 18:45:43 +0000,claritas4kids,"#ASHG16 ST: comparing audience at talk to Pew survey, impact of gene editing on society views fairly similar (43 vs 46% change great deal)"
789538109465722880,2016-10-21 18:45:28 +0000,thatdnaguy,#ASHG16 ST: C - many ways affect great deal. One would be long life. Issue of jobs. How do you work long time? Food for bigger pop?
789538023822155776,2016-10-21 18:45:08 +0000,busseykj,SK: Engineered programmed translocations can test hypotheses about effects of translocation via altered chromatin structure. #ASHG16
789538018159845376,2016-10-21 18:45:07 +0000,razibkhan,"#ASHG16 tyler-smith: FineMAV = DAP X DAF X CADD (differentiation prevalence functionality). cont. specific adaptat. pop diff, common, func"
789537893199077376,2016-10-21 18:44:37 +0000,thatdnaguy,"#ASHG16 ST: only 13% say little. Pew study had 17% thought not much. [ Depends on access, right? If it's expensive not much. Everyone? Alot]"
789537748029931520,2016-10-21 18:44:02 +0000,thatdnaguy,"#ASHG16 ST: If gene editing could make babies much lower risk of disease, how much would society?"
789537595646676992,2016-10-21 18:43:26 +0000,BioinfoTools,"Those interested in genetics or genomics, might like to try follow #ASHG16 (Warning: you may be overwhelmed by the number of tweets! :-) )"
789537511299280896,2016-10-21 18:43:06 +0000,Massgenomics,Kari Branham giving a great perspective on genetic counselors' choice of genetic test (targeted vs wide) #ASHG16
789537504131067904,2016-10-21 18:43:04 +0000,busseykj,SK:t(11;22) alters chromatin territory position and also exhibits increased gene expression. Suggestive but not conclusive. #ASHG16
789537503971794944,2016-10-21 18:43:04 +0000,razibkhan,#ASHG16 tyler-smith: referring to @ras_nielsen group work
789537489602031616,2016-10-21 18:43:01 +0000,ksamocha,RT @razibkhan: #ASHG16 tyler-smith: candidate selected variants. how? be lucky
789537476167606272,2016-10-21 18:42:57 +0000,shramdas,SH: The methylation clock is more accurate in younger samples (samples < 40 years) #ASHG16
789537475836387328,2016-10-21 18:42:57 +0000,thatdnaguy,#ASHG16 ST: [ this one is complicated. C = comment from audience. S = speaker. P = panel ]
789537471092498432,2016-10-21 18:42:56 +0000,avery_ayers,CT finding examples to test functionally is greatly aided by luck #ASHG16
789537402385604608,2016-10-21 18:42:40 +0000,trucancerian,RT @FDNA_Tweets: #Face2Gene can facilitate evaluations of rare #genetic disorders for genetic professionals #ASHG16 https://t.co/6V6owmlE27
789537288049004544,2016-10-21 18:42:13 +0000,MeTebolomics,RT @atulbutte: So glad the smidgION doesn't require a headphone jack! #ASHG16 https://t.co/n4SZ5Ed0jN
789537238811934720,2016-10-21 18:42:01 +0000,razibkhan,#ASHG16 tyler-smith: candidate selected variants. how? be lucky
789537217035243520,2016-10-21 18:41:56 +0000,thatdnaguy,#ASHG16 ST: Comment (C) - At an inflection point can control evolution. Why not?
789537203517026305,2016-10-21 18:41:52 +0000,PrecisionMedUS,RT @atulbutte: It takes a genome to understand a village: Population scale #PrecisionMedicine https://t.co/nCF5D8NF9U via… https://t.co/Xoy1Pqrr7D
789537173280264193,2016-10-21 18:41:45 +0000,MeTebolomics,RT @atulbutte: It takes a genome to understand a village: Population scale #PrecisionMedicine https://t.co/nCF5D8NF9U via… https://t.co/Xoy1Pqrr7D
789537143253192704,2016-10-21 18:41:38 +0000,avery_ayers,CT scans not good enough evidence that sweep has happened; ideally want functional support to conclude a variant positively selected #ASHG16
789537137754509312,2016-10-21 18:41:37 +0000,naisha_s,"RN: Altitude adaptation via different mutations in Tibetan, Ethiopian and Bolivian populations. #ASHG16"
789537119425396737,2016-10-21 18:41:32 +0000,thatdnaguy,#ASHG16 ST: One panel response that super healthy could be good.
789537105391263744,2016-10-21 18:41:29 +0000,gabecasis,"Very cool use of technology in @sharonfterry talk at #ASHG16 ... live audience survey, results show up in slides!"
789537003297701888,2016-10-21 18:41:05 +0000,ATIVSoftware,"#ASHG16 app tip: use the ""Search everything"" field on the home page to look up sessions by co-author names"
789536950889746432,2016-10-21 18:40:52 +0000,thatdnaguy,#ASHG16 ST: Panel comment - public seems not concerned with making super-healthy people.
789536877506236417,2016-10-21 18:40:35 +0000,razibkhan,"#ASHG16 tyler-smith: current position re: classic sweeps. rare, but interesting"
789536791967784960,2016-10-21 18:40:14 +0000,thatdnaguy,#ASHG16 ST: Pew study actually pretty evenly split with comfort with pretty high editing.
789536786456293376,2016-10-21 18:40:13 +0000,razibkhan,#ASHG16 selection talks referring to @mathiesoniain work several times
789536604821958656,2016-10-21 18:39:30 +0000,JulieNadel,RT @saralpulit: AG: unemployment among science PhDs extremely low. There is a job out there (maybe not the one you expect) #ASHG16
789536565433397249,2016-10-21 18:39:20 +0000,thatdnaguy,"#ASHG16 ST: [[ Audience says OK if people edited to be healthy as avg 47%, 37% say OK if edited are more healthy than avg ]"
789536336235499520,2016-10-21 18:38:26 +0000,busseykj,SK: How do mutations affect different levels of chromatin organization and gene expression? #ASHG16
789536281923428352,2016-10-21 18:38:13 +0000,claritas4kids,#ASHG16 ST: two surveys done by American Trends Panel - preselected panel
789536133319360513,2016-10-21 18:37:37 +0000,thatdnaguy,#ASHG16 ST: Pew study. Two surveys (american trends panel). 4726 respondents. Sampling error est 2.2%
789536120522416128,2016-10-21 18:37:34 +0000,razibkhan,#ASHG16 tyler-smith: call back to slc24a5. then papers that call into question many classic scans
789536086661828608,2016-10-21 18:37:26 +0000,busseykj,Seungsoo Kim: Interphase nuclear structure: chromosome territories ->compartments->TADs->chromatin loops. #ASHG16
789536070027268096,2016-10-21 18:37:22 +0000,shramdas,"SH: In a healthy body, you would expect all tissues to have same biological age except for female breast tissue (higher age) #ashg16"
789535958815412224,2016-10-21 18:36:56 +0000,aindap,RT @sgpombe: Contemplating a future where #GenomeEditing is comparable to a vaccination? @kiranmusunuru @penn #ASHG16 https://t.co/p6NtYQvVre
789535921905410048,2016-10-21 18:36:47 +0000,reiver,RT @razibkhan: #ASHG16 @ras_nielsen question: could be ancestral polymorphism? @ras_nielsen 1) divergence 2) length of hap 2 long 3) spatial distribution
789535910559744000,2016-10-21 18:36:44 +0000,claritas4kids,"#ASHG16 now up, Sharon Terry from Genetic Alliance to talk about public views of genome editing"
789535907795742720,2016-10-21 18:36:43 +0000,reiver,RT @razibkhan: #ASHG16 @ras_nielsen alludes to work on europeans on FADS. lots of differences from inuit (regulation?)
789535880599916544,2016-10-21 18:36:37 +0000,reiver,RT @razibkhan: #ASHG16 @ras_nielsen can not extrapolate inuit adaptations 2 other pops in terms of benefits. looping back to understudied groups importance
789535878209232896,2016-10-21 18:36:36 +0000,les_fees_nature,RT @FDNA_Tweets: #Face2Gene can facilitate evaluations of rare #genetic disorders for genetic professionals #ASHG16 https://t.co/NBefpwZgUd
789535844914823168,2016-10-21 18:36:28 +0000,thatdnaguy,#ASHG16 ST: [ fairly constrained in what she can say ]
789535837805346816,2016-10-21 18:36:27 +0000,reiver,RT @razibkhan: #ASHG16 @ras_nielsen alludes 2 the fact that low/trivial % of genomewide admixture but nontrivial adaptive introgression denisovan in asians
789535823423299584,2016-10-21 18:36:23 +0000,dgapgenes,RT @makennedy101: Bing Ren - promoters may act as distal control elements of other genes via spatial proximity. #ASHG16
789535819782467584,2016-10-21 18:36:22 +0000,shramdas,SH: Methylation markers of age do not apply to sperm but to all other tissues. #ashg16
789535818880692224,2016-10-21 18:36:22 +0000,reiver,RT @razibkhan: #ASHG16 @ras_nielsen shows @FerRacimo haplotype plot. looks like TBX15/WARS2 also from denisovans in inuit. wow. they got around
789535814548021248,2016-10-21 18:36:21 +0000,GenomeNathan,"Into thin air: Probing how Andeans embraced highlife, Nielsen fingers heart/blood vessel genes. [cf. Aymara chuyma 'heart&lung'?...] #ashg16"
789535787591217152,2016-10-21 18:36:15 +0000,reiver,"RT @razibkhan: #ASHG16 @ras_nielsen now talking about tibetans, diets, and strong selec due to changes. FADS and TBX15 and WARS2. see @AlonKeinan two"
789535776019062784,2016-10-21 18:36:12 +0000,avery_ayers,Very clear and thorough explanation in response to question (crash course in intro evol pop gen) #ASHG16 https://t.co/tdEnAfVtcl
789535773028601856,2016-10-21 18:36:11 +0000,reiver,RT @razibkhan: #ASHG16 @ras_nielsen andes: genes that impact mitigating side effects of adaptation key in the americas.
789535754712068096,2016-10-21 18:36:07 +0000,reiver,"RT @razibkhan: #ASHG16 @ras_nielsen another diff set of genes from tibet and ethiopia. BRNP3, NOS2, TBX5."
789535741076344832,2016-10-21 18:36:04 +0000,reiver,RT @razibkhan: #ASHG16 @ras_nielsen now talking about andes altitude adaptation. particularly on aymaras. WGS of indivs and then Fst diffs by ecology
789535717483352064,2016-10-21 18:35:58 +0000,reiver,RT @razibkhan: #ASHG16 @ras_nielsen natural selection acted on another gene because denisovan variant not available in africa.
789535692917444609,2016-10-21 18:35:52 +0000,thatdnaguy,#ASHG16 ST: Sharon Terry from Genetic Alliance. Hope and caution - public perception of genome editing.
789535680485396480,2016-10-21 18:35:49 +0000,reiver,RT @razibkhan: #ASHG16 @ras_nielsen now talking about adaptation in ethiopians. BHLHE41 and HIF1A intrax
789535662781321216,2016-10-21 18:35:45 +0000,reiver,RT @razibkhan: #ASHG16 @ras_nielsen admixture allows for adaptive introgression all over the place. cc @emiliahsc recent work
789535641377738752,2016-10-21 18:35:40 +0000,pearlperlpurl,Important discussion on interpretation of DNA evidence & likelihood ratios. Probative evidence doesn't necessarily imply relevance #ashg16
